record_id,timestamp,source_system,transaction_id,amount,currency,status,account_id,fee_charged
REC-227,2026-09-04T22:57:04Z,BANK,tx_bnk_59692,548.37,USD,SETTLED,acc_usr_6363,15.35
REC-228,2026-09-04T22:57:00Z,LEDGER,tx_gwy_54236,548.37,USD,POSTED,acc_usr_6363,0
REC-229,2026-09-04T18:37:00Z,GATEWAY,tx_gwy_80702,28.16,EUR,SUCCESS,acc_usr_2341,0.84
REC-230,2026-09-06T18:37:00Z,BANK,tx_bnk_16826,28.16,EUR,SETTLED,acc_usr_2341,0.79
REC-231,2026-09-04T18:37:00Z,LEDGER,tx_gwy_80702,28.16,EUR,POSTED,acc_usr_2341,0
REC-232,2026-09-04T21:57:00Z,GATEWAY,tx_gwy_95426,87,GBP,FAILED,acc_usr_4673,0
REC-233,2026-09-04T21:57:00Z,LEDGER,tx_gwy_95426,87,GBP,DECLINED,acc_usr_4673,0
REC-234,2026-09-04T18:27:00Z,GATEWAY,tx_gwy_41266,747.5,USD,SUCCESS,acc_usr_4266,22.43
REC-235,2026-09-04T18:27:01Z,BANK,tx_bnk_26544,747.5,USD,SETTLED,acc_usr_4266,20.93
REC-236,2026-09-04T18:27:00Z,LEDGER,tx_gwy_41266,747.5,USD,POSTED,acc_usr_4266,0
REC-237,2026-09-05T05:16:00Z,GATEWAY,tx_gwy_58351,840.86,EUR,SUCCESS,acc_usr_4571,25.23
REC-238,2026-09-05T05:16:01Z,BANK,tx_bnk_31992,840.86,EUR,SETTLED,acc_usr_4571,23.54
REC-239,2026-09-05T05:16:00Z,LEDGER,tx_gwy_58351,840.86,EUR,POSTED,acc_usr_4571,0
REC-240,2026-09-04T15:36:00Z,GATEWAY,tx_gwy_50888,696.53,USD,SUCCESS,acc_usr_6096,20.9
REC-241,2026-09-04T15:36:04Z,BANK,tx_bnk_85470,696.53,USD,SETTLED,acc_usr_6096,19.5
REC-242,2026-09-04T15:36:00Z,LEDGER,tx_gwy_50888,696.53,USD,POSTED,acc_usr_6096,0
REC-243,2026-09-04T23:33:00Z,GATEWAY,tx_gwy_92213,712.56,USD,SUCCESS,acc_usr_4249,21.38
REC-244,2026-09-04T23:33:03Z,BANK,tx_bnk_41830,712.56,USD,SETTLED,acc_usr_4249,19.95
REC-245,2026-09-04T23:33:00Z,LEDGER,tx_gwy_92213,712.56,USD,POSTED,acc_usr_4249,0
REC-246,2026-09-05T09:22:00Z,GATEWAY,tx_gwy_55508,940.25,GBP,SUCCESS,acc_usr_2983,28.21
REC-247,2026-09-05T09:22:03Z,BANK,tx_bnk_79827,940.25,GBP,SETTLED,acc_usr_2983,26.33
REC-248,2026-09-05T09:22:00Z,LEDGER,tx_gwy_55508,940.25,GBP,POSTED,acc_usr_2983,0
REC-249,2026-09-04T12:22:00Z,GATEWAY,tx_gwy_65057,412.77,GBP,SUCCESS,acc_usr_9289,12.38
REC-250,2026-09-04T12:22:03Z,BANK,tx_bnk_74251,412.77,GBP,SETTLED,acc_usr_9289,11.56
REC-251,2026-09-04T12:22:00Z,LEDGER,tx_gwy_65057,412.77,GBP,POSTED,acc_usr_9289,0
REC-252,2026-09-05T07:42:00Z,GATEWAY,tx_gwy_33086,187.82,GBP,SUCCESS,acc_usr_8532,5.63
REC-253,2026-09-07T07:42:00Z,BANK,tx_bnk_78386,187.82,GBP,SETTLED,acc_usr_8532,5.26
REC-254,2026-09-05T07:42:00Z,LEDGER,tx_gwy_33086,187.82,GBP,POSTED,acc_usr_8532,0
REC-255,2026-09-04T19:14:00Z,GATEWAY,tx_gwy_87656,560.52,EUR,SUCCESS,acc_usr_9817,16.82
REC-256,2026-09-04T19:14:02Z,BANK,tx_bnk_45179,560.52,EUR,SETTLED,acc_usr_9817,15.69
REC-257,2026-09-04T19:14:00Z,LEDGER,tx_gwy_87656,560.52,EUR,POSTED,acc_usr_9817,0
REC-258,2026-09-04T12:58:00Z,GATEWAY,tx_gwy_70910,296.42,EUR,SUCCESS,acc_usr_5569,8.89
REC-259,2026-09-04T12:58:04Z,BANK,tx_bnk_84691,296.42,EUR,SETTLED,acc_usr_5569,8.3
REC-260,2026-09-04T12:58:00Z,LEDGER,tx_gwy_70910,296.42,EUR,POSTED,acc_usr_5569,0
REC-261,2026-09-04T21:29:00Z,GATEWAY,tx_gwy_33834,1021.89,EUR,SUCCESS,acc_usr_1470,30.66
REC-262,2026-09-04T21:29:03Z,BANK,tx_bnk_73904,1021.89,EUR,SETTLED,acc_usr_1470,28.61
REC-263,2026-09-04T21:29:00Z,LEDGER,tx_gwy_33834,1021.89,EUR,POSTED,acc_usr_1470,0
REC-264,2026-09-04T21:38:00Z,GATEWAY,tx_gwy_46211,842.91,GBP,SUCCESS,acc_usr_5581,25.29
REC-265,2026-09-04T21:38:02Z,BANK,tx_bnk_82848,842.91,GBP,SETTLED,acc_usr_5581,23.6
REC-266,2026-09-04T21:38:00Z,LEDGER,tx_gwy_46211,842.91,GBP,POSTED,acc_usr_5581,0
REC-267,2026-09-04T12:56:00Z,GATEWAY,tx_gwy_82768,490.68,GBP,SUCCESS,acc_usr_4954,14.72
REC-268,2026-09-04T12:56:04Z,BANK,tx_bnk_41499,490.68,GBP,SETTLED,acc_usr_4954,13.74
REC-269,2026-09-04T12:56:00Z,LEDGER,tx_gwy_82768,490.68,GBP,POSTED,acc_usr_4954,0
REC-270,2026-09-05T01:18:00Z,GATEWAY,tx_gwy_63005,356.61,USD,SUCCESS,acc_usr_1282,10.7
REC-271,2026-09-05T01:18:05Z,BANK,tx_bnk_41890,356.61,USD,SETTLED,acc_usr_1282,9.99
REC-272,2026-09-05T01:18:00Z,LEDGER,tx_gwy_63005,356.61,USD,POSTED,acc_usr_1282,0
REC-273,2026-09-04T22:36:00Z,GATEWAY,tx_gwy_65771,639.45,GBP,SUCCESS,acc_usr_8753,19.18
REC-274,2026-09-04T22:36:04Z,BANK,tx_bnk_82140,639.45,GBP,SETTLED,acc_usr_8753,17.9
REC-275,2026-09-04T22:36:00Z,LEDGER,tx_gwy_65771,639.45,GBP,POSTED,acc_usr_8753,0
REC-276,2026-09-04T19:15:00Z,GATEWAY,tx_gwy_35242,280.49,EUR,SUCCESS,acc_usr_6023,8.41
REC-277,2026-09-04T19:15:05Z,BANK,tx_bnk_51359,280.49,EUR,SETTLED,acc_usr_6023,7.85
REC-278,2026-09-04T19:15:00Z,LEDGER,tx_gwy_35242,280.49,EUR,POSTED,acc_usr_6023,0
